1237198441073332224;23:07 - Nos dois sentidos  trânsito bom        #LamsaInforma;
1237181856023564294;22:01 - Nos dois sentidos  trânsito bom        #LamsaInforma;
1237167844468678657;21:06 - Nos dois sentidos  trânsito bom        #LamsaInforma;
1237154464018153473;20:13 - Nos dois sentidos  trânsito bom        #LamsaInforma;
1237147572407599104;19:45 - Sentido Fundão trânsito bom        #LamsaInforma;
1237147453901635587;19:45 - Sentido Barra trânsito lento da  Av Bento Ribeiro Dantas ao acesso 8, Bonsucesso, (fluxo intenso) #LamsaInforma;
1237138131708792833;19:08 - Sentido Fundão trânsito bom        #LamsaInforma;
1237138029627822081;19:07 - Sentido Barra trânsito lento do acesso 10A, L Vermelha (Centro) à saída 4, Pilares, (fluxo intenso) #LamsaInforma;
1237117343224004609;17:45 - Sentido Barra trânsito lento do acesso 10A, L Vermelha (Centro) à saída 4, Pilares, (fluxo intenso) #LamsaInforma;
1237117064114049025;17:44 - Sentido Fundão trânsito bom        #LamsaInforma;
1237111167216226304;17:21 - Sentido Fundão trânsito bom        #LamsaInforma;
1237111086882717697;17:20 - Sentido Barra trânsito intenso do acesso 10A, L Vermelha (Centro) à saída 8, Bonsucesso, (fluxo intenso) #LamsaInforma;
1237101580194852864;16:42 - Sentido Fundão trânsito bom        #LamsaInforma;
1237101493221810176;16:42 - Sentido Barra trânsito intenso do acesso 10A, L Vermelha (Centro) à saída 8, Bonsucesso, (fluxo intenso) #LamsaInforma;
1237094586327224320;16:15 - Sentido Fundão trânsito bom        #LamsaInforma;
1237094508795486209;16:14 - Sentido Barra trânsito intenso da altura da Av Bento Ribeiro Dantas à saída 8, Bonsucesso, (fluxo intenso) #LamsaInforma;
1237087107509899265;15:45 - Sentido Fundão trânsito bom        #LamsaInforma;
1237087019152691208;15:45 - Sentido Barra trânsito bom        #LamsaInforma;
1237066853752745986;14:24 - Sentido Barra trânsito lento da altura da Av Bento Ribeiro Dantas ao acesso 8, Bonsucesso, (fluxo intenso) #LamsaInforma;
1237066658864390146;14:24 - Sentido Fundão trânsito lento do acesso 7, Bonsucesso, ao acesso 9, Av Brasil, (fluxo intenso) #LamsaInforma;
1237040622625869830;12:40 Trânsito bom nos dois sentidos;
1237006251105693696;10:24 - Sentido Fundão trânsito bom        #LamsaInforma;
1237006158659010560;10:23 - Sentido Barra trânsito bom        #LamsaInforma;
1236999488637714434;09:57 - Sentido Fundão trânsito lento da saída 5, Del Castilho, ao acesso 7, Bonsucesso, (fluxo intenso) #LamsaInforma;
1236999276154228737;09:56 - Sentido Barra trânsito bom        #LamsaInforma;
